,city,country,latitude,longitude,name,postalCode,state
5926,High Point,US,36,-80,McDonald's,27265,NC
5927,Rome,US,43,-75,Taco Bell,13440,NY
5928,Lexington,US,35,-80,McDonalds,27292,NC
5929,Charlotte,US,35,-80,McDonald's,28210,NC
5930,Victor,US,43,-77,McDonald's,14564,NY
5931,Raleigh,US,35,-78,Domino's Pizza,27610,NC
5932,Williamston,US,35,-77,McDonald's,27892,NC
5933,Jefferson City,US,38,-92,SONIC Drive In,65101,MO
5934,Dayton,US,39,-84,Fazoli's,45459,OH
5935,Tupelo,US,34,-88,Domino's Pizza,38804,MS
5936,Ayer,US,42,-71,Taco Bell,1432,MA
5937,Chincoteague Island,US,37,-75,McDonald's,23336,VA
5938,North Little Rock,US,34,-92,KFC,72117,AR
5939,Ripley,US,34,-88,Taco Bell,38663,MS
5940,Waynesboro,US,33,-82,Taco Bell,30830,GA
5941,Atlanta,US,33,-84,Hardee's,30336,GA
5942,Hinesville,US,31,-81,Chick-Fil-A,31313,GA
5943,Acworth,US,34,-84,McDonald's,30101,GA
5944,Albany,US,31,-84,Krystal,31707,GA
5945,Miami,US,25,-80,Boston Market,33157,FL
5946,Saint Petersburg,US,27,-82,Burger King,33702,FL
5947,Fort Lauderdale,US,26,-80,Burger King,33312,FL
5948,Greenbrier,US,35,-92,Sonic Drive-In,72058,AR
5949,Memphis,US,35,-89,KFC,38122,TN
5950,Pompano Beach,US,26,-80,Burger King,33068,FL
5951,Athens,US,33,-83,Domino's Pizza,30605,GA
5952,Swainsboro,US,32,-82,Taco Bell,30401,GA
5953,Southbridge,US,42,-72,Domino's Pizza,1550,MA
5954,Wahpeton,US,46,-96,McDonald's,58075,ND
5955,Fairmont,US,39,-80,Taco Bell,26554,WV
5956,Charlottesville,US,38,-78,Bojangles' Famous Chicken 'n Biscuits,22911,VA
5957,Modesto,US,37,-121,Taco Bell,95354,CA
5958,San Bernardino,US,34,-117,Burger King,92407,CA
5959,Gulfport,US,30,-89,Taco Bell,39503,AL
5960,Houghton,US,47,-88,Taco Bell,49931,MI
5961,Madison,US,41,-81,McDonald's,44057,OH
5962,Watsonville,US,36,-121,McDonald's,95076,CA
5964,Lafayette,US,40,-86,McDonald's,47905,IN
5965,York,US,40,-76,Dominos Pizza,17404,PA
5966,West Lafayette,US,40,-86,McDonald's,47906,IN
5967,Evansville,US,37,-87,McDonald's,47711,IN
5968,Philadelphia,US,39,-75,Saladworks,19103,PA
5969,Portland,US,45,-122,Domino's Pizza,97202,OR
5970,Burke,US,38,-77,Chick-Fil-A,22015,VA
5971,Saint Louis,US,38,-90,Taco Bell,63114,MO
5972,Sullivan,US,38,-91,Jack in the Box,63080,MO
5973,Willard,US,41,-82,Taco Bell,44890,OH
5974,Excelsior Springs,US,39,-94,Taco Bell,64024,MO
5975,Hillsboro,US,39,-83,Taco Bell,45133,OH
5976,Saint Louis,US,38,-90,Rally's,63120,MO
5977,Neosho,US,36,-94,McDonald's,64850,MO
5978,Pocatello,US,42,-112,Jack In The Box,83202,ID
5979,Ellicott City,US,39,-76,Qdoba Mexican Grill,21042,MD
5980,Nottingham,US,39,-76,Qdoba Mexican Grill,21236,MD
5981,Pocatello,US,42,-112,Taco Bell,83201,ID
5982,Gaithersburg,US,39,-77,Boston Market,20877,MD
5983,Pocatello,US,42,-112,McDonald's,83201,ID
5984,Athens,US,33,-83,McDonald's,30606,GA
5985,Augusta,US,33,-81,Checkers,30904,GA
5986,Saint Johnsbury,US,44,-72,Domino's Pizza,5819,VT
5987,Macon,US,32,-83,Checkers,31204,GA
5988,Marietta,US,33,-84,Krystal,30060,GA
5989,Flowery Branch,US,34,-83,Wendy's,30542,GA
5990,Franklin,US,35,-83,Wendy's,28734,NC
5991,Marietta,US,33,-84,McDonald's,30060,GA
5992,Marietta,US,33,-84,Checkers,30060,GA
5993,Thomasville,US,30,-83,SONIC Drive In,31792,GA
5994,Atlanta,US,33,-84,Bojangles' Famous Chicken 'n Biscuits,30350,GA
5995,Newnan,US,33,-84,Checkers,30265,GA
5996,Statesboro,US,32,-81,McDonald's,30458,GA
5997,Norcross,US,33,-84,Domino's Pizza,30092,GA
5998,Woodstock,US,34,-84,McDonald's,30188,GA
5999,Royston,US,34,-83,Hardee's,30662,GA
6000,Hillsboro,US,45,-122,Subway,97124,OR
6001,Dayton,US,39,-84,Raising Cane's Chicken Fingers,45459,OH
6002,Ames,US,42,-93,Kum Go,50010,IA
6003,Mansfield,US,40,-82,Taco Bell,44903,OH
6004,Clover,US,35,-81,McDonald's,29710,SC
6005,Bennettsville,US,34,-79,Domino's Pizza,29512,SC
6006,Indianapolis,US,39,-86,Domino's Pizza,46240,IN
6007,Florence,US,34,-79,Subway,29501,SC
6008,Summerville,US,32,-80,Waffle House,29485,SC
6009,Rialto,US,34,-117,El Pollo Loco,92376,CA
6010,Brattleboro,US,42,-72,Taco Bell,5301,VT
6011,Ashland,US,38,-82,McDonald's,41101,KY
6012,Colonial Heights,US,37,-77,Hardee's,23834,VA
6013,Jacksonville,US,30,-81,Wendy's,32222,FL
6014,Oklahoma City,US,35,-97,Subway,73115,OK
6015,Omaha,US,41,-96,Amigos/Kings Classic,68114,NE
6016,Ottumwa,US,41,-92,Taco Bell,52501,IA
6017,Dayton,US,39,-84,Burger King,45409,OH
6018,Pittsburgh,US,40,-79,McDonald's,15235,PA
6019,Portland,US,45,-122,Five Guys,97267,OR
6020,Atlanta,US,33,-84,McDonald's,30308,GA
6021,Eustis,US,28,-81,Burger King,32726,FL
6022,Tampa,US,27,-82,Culver's,33619,FL
6023,Knoxville,US,35,-84,Culver's,37923,TN
6024,Cranberry Twp,US,40,-80,McDonald's,16066,PA
6025,Lewisville,US,33,-97,McDonald's,75067,TX
6026,La Porte,US,29,-95,Whataburger,77571,TX
6027,Tulsa,US,36,-95,SONIC Drive In,74146,OK
6028,Richmond,US,37,-77,Captain D's,23236,VA
6029,Milwaukee,US,42,-88,Boston Market,53227,WI
6030,Claremore,US,36,-95,McDonald's,74017,OK
6031,Springfield,US,36,-86,SONIC Drive In,37172,TN
6032,Brownsville,US,25,-97,Taco Bell,78520,TX
6033,Lake Worth,US,26,-80,SONIC Drive In,33463,FL
6034,Fountain,US,38,-104,Taco Bell,80817,CO
6035,Pinson,US,33,-86,Burger King,35126,AL
6036,Sanger,US,33,-97,SONIC Drive In,76266,TX
6037,Coronado,US,32,-117,McDonald's,92118,CA
6038,Marysville,US,48,-122,McDonald's,98271,WA
6039,Webster,US,29,-95,Whataburger,77598,TX
6040,Crestwood,US,38,-85,Taco Bell,40014,KY
6041,La Mesa,US,32,-117,McDonald's,91942,CA
6042,Wasco,US,35,-119,Jack in the Box,93280,CA
6043,Saint Paul,US,44,-93,Burger King,55118,MN
6044,Palm Harbor,US,28,-82,Boston Market,34684,FL
6045,Fallbrook,US,33,-117,Mc Donalds,92028,CA
6046,Willis,US,30,-95,McDonald's,77378,TX
6047,Denver,US,39,-104,McDonald's,80229,CO
6048,Sacramento,US,38,-121,Taco Bell,95842,CA
6049,Las Vegas,US,36,-115,Subway,89103,NV
6050,Muscatine,US,41,-91,Wendy's,52761,IA
6051,Provo,US,40,-111,JCW's,84604,UT
6052,Longmeadow,US,42,-72,Domino's Pizza,1106,MA
6053,Columbus,US,40,-82,Taco Bell,43229,OH
6055,Banning,US,33,-116,Carl's Jr.,92220,CA
6056,Central Point,US,42,-122,KFC,97502,OR
6057,Glendale,US,33,-112,Panda Express,85302,AZ
6058,Saint Louis,US,38,-90,White Castle,63137,MO
6060,Loves Park,US,42,-89,Arby's,61111,IL
6061,Middletown,US,41,-74,Wendy's,10940,NY
6062,Chicago,US,41,-87,McDonald's,60640,IL
6063,Plymouth,US,41,-86,Taco Bell,46563,IN
6064,Atlantic City,US,39,-74,Burger King,8401,NJ
6065,Woodruff,US,34,-82,Burger King,29388,SC
6066,Bossier City,US,32,-93,Arby's,71111,LA
6067,Sarasota,US,27,-82,Burger King,34234,FL
6068,Santa Ana,US,33,-117,Taco Bell,92705,CA
6069,Anderson,US,34,-82,Mcdonald's,29621,SC
6070,Covington,US,35,-89,Sonic Drive-In,38019,TN
6071,Chandler,US,33,-111,Del Taco,85286,AZ
6072,Rockwall,US,32,-96,McDonald's,75087,TX
6073,Boynton Beach,US,26,-80,Wendy's,33426,FL
6074,Phoenix,US,33,-112,McDonald's,85085,AZ
6075,Glenpool,US,35,-96,Arby's,74033,OK
6076,Indianapolis,US,39,-86,Jack in the Box,46268,IN
6078,Bonaire,US,32,-83,McDonald's,31005,GA
6079,Baton Rouge,US,30,-91,Burger King,70816,LA
6081,Richmond,US,37,-77,McDonald's,23230,VA
6082,Kapolei,US,21,-158,Kfc,96707,HI
6083,Mesa,US,33,-111,Carl's Jr.,85201,AZ
6084,Dallas,US,32,-96,Wingstreet,75230,TX
6085,Washington,US,38,-77,McDonald's,20008,DC
6087,Cape Coral,US,26,-81,Jim's Coney Island,33909,FL
6088,Kankakee,US,41,-87,McDonald's,60901,IL
6089,Miami,US,25,-80,Wendy's,33127,FL
6090,Detroit,US,42,-83,McDonald's,48219-1223,MI
6091,Shelbyville,US,39,-85,Wendy's,46176,IN
6092,Nashua,US,42,-71,Chick-fil-A,3060,NH
6093,Frankfort,US,38,-84,Wendy's,40601,KY
6094,Dayton,US,39,-84,McDonald's,45417,OH
6095,Winder,US,33,-83,McDonald's,30680,GA
6096,Fishkill,US,41,-73,Burger King,12524,NY
6097,Auburn,US,32,-85,SONIC Drive In,36832,AL
6098,Appleton,US,44,-88,Taco John's,54911,WI
6099,Evans,US,40,-104,McDonald's,80620,CO
6100,Chicago,US,41,-87,Charcoal Delights,60625,IL
6101,Tulsa,US,36,-95,SUBWAY,74136,OK
6102,Charlotte,US,35,-80,Burger King,28206,NC
6103,Clemson,US,34,-82,Domino's Pizza,29631,SC
6104,Tulsa,US,36,-96,McDonald's,74107,OK
6105,Hagerstown,US,39,-77,McDonald's,21742,MD
6106,Livermore,US,37,-121,Subway,94550,CA
6107,Milwaukee,US,43,-88,SUBWAY,53226,WI
6108,Three Rivers,US,41,-85,Arby's,49093,MI
6109,Buckeye,US,33,-112,McDonald's,85326,AZ
6110,Hopewell,US,37,-77,McDonald's,23860,VA
6111,Gaithersburg,US,39,-77,Checkers,20877,MD
6112,Flint,US,42,-83,Taco Bell,48507,MI
6113,Tempe,US,33,-111,KFC,85283,AZ
6114,Morristown,US,36,-83,Krystal,37814,TN
6115,Severna Park,US,39,-76,Boston Market,21146,MD
6116,Hope Hull,US,32,-86,McDonald's,36043,AL
6117,Gretna,US,41,-96,Jimmy John's,68028,NE
6118,Addison,US,41,-87,McDonald's,60101,IL
6120,Johnstown,US,40,-78,Sheetz,15905,PA
6121,Cumming,US,34,-84,McDonalds @ Old Atlanta,30041,GA
6122,Burton,US,43,-83,Wendys,48509,MI
6124,Brockton,US,42,-70,McDonald's,2302,MA
6125,Detroit,US,42,-83,Wendy's,48238,MI
6126,Hazel Park,US,42,-83,Hardee's,48030,MI
6127,Granite City,US,38,-90,Church's Chicken,62040-3709,IL
6128,Tucson,US,32,-110,KFC,85706,AZ
6129,Davenport,US,28,-81,SUBWAY,33896,FL
6130,Wichita,US,37,-97,SONIC Drive In,67206,KS
6131,Los Lunas,US,34,-106,KFC,87031,NM
6132,Pueblo,US,38,-104,Taco Bell,81004,CO
6133,Easley,US,34,-82,Jack In The Box,29640,SC
6134,Cincinnati,US,39,-84,McDonald's,45236,OH
6135,Orange Park,US,30,-81,Krystal,32073,FL
6136,Caldwell,US,39,-81,Arby's,43724-9680,OH
6137,Breaux Bridge,US,30,-91,McDonald's,70517,LA
6139,Quakertown,US,40,-75,Wendy's,18951,PA
6140,Salem,US,42,-71,Taco Bell,3079,NH
6141,Madison Heights,US,42,-83,McDonald's,48071,MI
6142,Newark,US,37,-122,Taco Bell,94560,CA
6143,Bismarck,US,46,-100,Burger King,58504,ND
6144,Emerson,US,40,-74,Boston Market,7630,NJ
6145,Reno,US,39,-119,Taco Bell,89511,NV
6146,Dalton,US,34,-84,Checkers,30720,GA
6147,Mishawaka,US,41,-86,Arby's,46545,IN
6148,Savannah,US,32,-81,Taco Bell,31406,GA
6149,Miami,US,25,-80,Burger King,33156,FL
6150,Conshohocken,US,40,-75,Dominos Pizza,19428,PA
6151,Frederick,US,39,-77,Pizza Hut,21704,MD
6152,Dubuque,US,42,-90,McDonald's,52003,IA
6153,Baltimore,US,39,-76,Hungry Andy's,21231,MD
6154,Nacogdoches,US,31,-94,Jack In The Box,75965,TX
6155,San Jose,US,37,-121,El Pollo Loco,95110,CA
6156,Blakely,US,31,-84,Mcdonald's,39823,AL
6157,Williams,US,35,-112,KFC,86046,AZ
6158,North Haven,US,41,-72,McDonald's,6473,CT
6159,Streamwood,US,42,-88,Wendy's,60107,IL
6160,Nashville,US,36,-86,McDonald's,37209,TN
6161,Las Vegas,US,36,-115,Port Of Subs,89149,NV
6162,Carrollton,US,32,-96,KFC,75006,TX
6163,Cromwell,US,41,-72,Wendy's,6416,CT
6164,Tampa,US,28,-82,Arby's,33612,FL
6165,Kew Gardens,US,40,-73,Dunkin' Donuts,11415,NY
6166,Oxford,US,42,-71,McDonald's,1540,MA
6167,Bradley,US,41,-87,KFC,60915,IL
6168,Sacramento,US,38,-121,Burger King,95842,CA
6169,Chattanooga,US,35,-85,Burger King,37421,TN
6170,Orlando,US,28,-81,Checkers,32822,FL
6171,Cabot,US,34,-92,KFC,72023,AR
6172,Los Banos,US,37,-120,Carls Jr,93635,CA
6173,New Bedford,US,41,-70,Burger King,2744,MA
6174,Cupertino,US,37,-122,Subway,95014,CA
6175,Roseville,US,38,-121,Hot Dog On A Stick,95678-1937,CA
6176,Indiana,US,40,-79,Wendy's,15701,PA
6177,Grenada,US,33,-89,Sonic Drive-in,38901,MS
6178,Kernersville,US,36,-80,Bojangles' Famous Chicken 'n Biscuits,27284,NC
6179,Los Lunas,US,34,-106,McDonald's,87031,NM
6180,Yorba Linda,US,33,-117,Subway,92886,CA
6181,Ann Arbor,US,42,-83,Wendy's,48108,MI
6182,Chantilly,US,38,-77,Mcdonald's,20151,VA
6183,Chandler,US,33,-111,Wendy's,85226,AZ
6184,Reno,US,39,-119,Wendy's,89502,NV
6185,Huntsville,US,34,-86,Bojangles' Famous Chicken 'n Biscuits,35816,AL
6186,Rancho Cucamonga,US,34,-117,Carl's / Green Burrito,91737,CA
6187,Fort Wayne,US,41,-85,Wu's Fine Chinese Cuisine,46825,IN
6188,Las Vegas,US,36,-115,Dairy Queen,89145,NV
6189,Florence,US,34,-87,Dominos Pizza,35630,AL
6190,Victoria,US,28,-96,Chick-fil-a,77904,TX
6191,Bronx,US,40,-73,Domino's Pizza,10462,NY
6192,Tallahassee,US,30,-84,McDonalds,32304,FL
6193,Springfield,US,37,-93,SONIC Drive In,65804,MO
6194,Miami,US,25,-80,Burger King,33145,FL
6195,Tallahassee,US,30,-84,Panda Express,32304,FL
6196,Amarillo,US,35,-101,McDonald's,79106,TX
6197,Hidalgo,US,26,-98,Burger King,78557,TX
6198,Glendale,US,33,-112,Carl's Jr.,85305,AZ
6199,Burkburnett,US,34,-98,McDonald's,76354,TX
6200,Las Vegas,US,36,-115,Firehouse Subs,89117,NV
6201,Fairbanks,US,64,-147,Pizza Hut,99701,AK
6202,San Antonio,US,29,-98,Wendy's,78204,TX
6203,Fishersville,US,38,-78,McDonald's,22939,VA
6205,Milwaukee,US,43,-87,Church's Chicken,53212,WI
6206,San Jose,US,37,-121,Baja Fresh,95113,CA
6207,Winchester,US,42,-71,Burger King,1890,MA
6208,Edmond,US,35,-97,Taco Bell,73013,OK
6210,Clinton,US,34,-81,Hardee's,29325,SC
6211,Sacramento,US,38,-121,Taco Bell,95831,CA
6212,Roswell,US,34,-84,KFC/Taco Bell,30075,GA
6213,Waterford,US,42,-83,Taco Bell,48327,MI
6214,Richardson,US,32,-96,McDonald's,75081,TX
6215,Denver,US,39,-105,SUBWAY,80215,CO
6216,Oklahoma City,US,35,-97,SONIC Drive In,73111,OK
6217,Traverse City,US,44,-85,SUBWAY,49686,MI
6218,Scranton,US,41,-75,Burger King,18508,PA
6219,Calhoun,US,34,-84,McDonald's,30701,GA
6220,Santa Fe Springs,US,33,-118,Del Taco,90670,CA
6221,Locust Grove,US,33,-84,KFC,30248,GA
6222,Smithers,US,38,-81,Taco Bell,25186,WV
6223,Missoula,US,46,-114,Subway,59808,MT
6224,Bellevue,US,41,-95,Chick-fil-A,68123,NE
6225,Arlington,US,32,-97,Popeyes Chicken & Biscuits,76017,TX
6226,Fort Collins,US,40,-105,Sonic Drive-In,80525,CO
6227,Dallas,US,35,-81,Bojangles' Famous Chicken 'n Biscuits,28034,NC
6228,Portland,US,45,-122,Taco Bell,97236,OR
6229,Johnstown,US,40,-82,McDonald's,43031,OH
6230,Whitley City,US,36,-84,Arby's,42653,KY
6233,Indianapolis,US,39,-85,Hardee's,46229,IN
6234,Longview,US,32,-94,McDonald's,75602,TX
6235,Evans,US,33,-82,Taco Bell,30809,GA
6236,Corpus Christi,US,27,-97,Taco Bell,78414,TX
6238,Saint Louis,US,38,-90,SONIC Drive In,63139,MO
6239,Oshkosh,US,44,-88,Burger King,54904,WI
6240,Ames,US,42,-93,KFC,50010,IA
6241,Middletown,US,39,-84,Burger King,45044,OH
6242,Detroit,US,42,-83,Church's Chicken,48210,MI
6243,West Mifflin,US,40,-79,Taco Bell,15122,PA
6244,Seaside,US,36,-121,McDonald's,93955,CA
6245,Jonesboro,US,33,-84,Wendy's,30236,GA
6246,Lexington,US,38,-84,Jimmy John's,40507,KY
6247,Austin,US,30,-97,P. Terry's,78705,TX
6248,Jackson,US,42,-84,Wendy's,49202,MI
6249,Pasco,US,46,-119,Taco Bell,99301,WA
6251,Beresford,US,43,-96,Burger King,57004,SD
6252,Euless,US,32,-97,Domino's Pizza,76040,TX
6253,Kent,US,41,-81,McDonald's,44240,OH
6254,Orlando,US,28,-81,Wendy's,32806,FL
6255,Imperial,US,40,-101,Taco John's,69033,NE
6256,Yelm,US,46,-122,Jack in the Box,98597,WA
6257,Miami,US,25,-80,McDonald's,33145,FL
6258,Tempe,US,33,-111,Jack in the Box,85281,AZ
6259,Houston,US,29,-95,Taco Bell,77085,TX
6260,Phoenix,US,33,-111,Jack in the Box,85018,AZ
6261,Peachtree City,US,33,-84,Wendy's,30269,GA
6262,Corsicana,US,32,-96,Dairy Queen,75109,TX
6263,Mobile,US,30,-88,McDonald's,36608,AL
6264,Henderson,US,36,-114,Carl's Jr.,89015,NV
6265,Fairfield,US,38,-122,Del Taco,94534,CA
6266,Sterling Heights,US,42,-82,Burger King,48313,MI
6267,Bronx,US,40,-73,Subway,10466,NY
6268,Niles,US,41,-80,McDonald's,44446,OH
6269,Gallipolis,US,38,-82,Captain D's,45631,OH
6270,Troy,US,42,-83,Wendy's,48083,MI
6271,Sioux Falls,US,43,-96,Wendy's,57106,SD
6272,Baton Rouge,US,30,-91,McDonald's,70817,LA
6273,Tulsa,US,36,-95,Church's Chicken,74129,OK
6274,Lufkin,US,31,-94,Church's Chicken,75901,TX
6275,Lynnwood,US,47,-122,KFC,98036,WA
6276,Las Vegas,US,36,-115,McDonald's,89146,NV
6277,San Antonio,US,29,-98,Carl's Jr.,78217,TX
6278,Knoxville,US,35,-83,Burger King,37917,TN
6279,Madison Heights,US,37,-79,Wendy's,24572,VA
6280,Surprise,US,33,-112,Church's Chicken,85374,AZ
6281,Goose Creek,US,32,-80,Burger King,29445,SC
6282,Findlay,US,41,-83,Burger King,45840,OH
6283,San Marcos,US,33,-117,Subway,92078,CA
6284,North Augusta,US,33,-81,SONIC Drive In,29860,SC
6285,Cumming,US,34,-84,Burger King,30041,GA
6286,Mcminnville,US,45,-123,Wendy's,97128,OR
6287,Meridian,US,43,-116,McDonald's,83642,ID
6288,Saint Louis,US,38,-90,Wendy's,63132,MO
6289,Zionsville,US,39,-86,Burger King,46077,IN
6290,Lebanon,US,36,-86,Hardee's,37087-3301,TN
6291,Seward,US,40,-97,McDonald's,68434,NE
6292,Atlantic City,US,39,-74,Panda Express,8401,NJ
6293,Scottsdale,US,33,-111,McDonald's,85255,AZ
6294,Petoskey,US,45,-84,Burger King,49770,MI
6296,Saint Louis,US,38,-90,McDonalds,63144,MO
6297,Columbia,US,34,-81,McDonald's,29210,SC
6298,Fort Worth,US,32,-97,McDonald's,76106,TX
6299,Midland,US,31,-102,Burger King,79701,TX
6300,Renton,US,47,-122,Jack in the Box,98059,WA
6301,Las Vegas,US,36,-115,Little Caesars Pizza,89169,NV
6302,Longmont,US,40,-105,Burger King,80501,CO
6303,Las Vegas,US,36,-115,Panda Express,89104,NV
6304,Florence,US,34,-87,Taco Bell,35630,AL
6305,Weatherford,US,32,-97,McDonald's,76087,TX
6306,Monroe,US,41,-83,A&W,48162,MI
6307,Kingsport,US,36,-82,McDonald's,37660,TN
6308,Rogers,US,36,-94,Subway,72756,AR
6309,Chicago,US,41,-87,Taco Bell,60639,IL
6311,O Fallon,US,38,-90,Subway,63366,MO
6312,Lehigh Acres,US,26,-81,Burger King,33936,FL
6313,Santa Fe,US,35,-105,McDonalds,87505,NM
6315,Corsicana,US,32,-96,Mcdonald's,75109,TX
6316,Huntington,US,38,-82,SUBWAY,25703,WV
6317,Akron,US,41,-81,McDonalds,44312,OH
6319,Loveland,US,40,-105,Mc Donald's,80537,CO
6320,Lorain,US,41,-82,Burger King,44052,OH
6321,Cuyahoga Falls,US,41,-81,Taco Bell,44223,OH
6322,Oklahoma City,US,35,-97,Jack in the Box,73159,OK
6323,Hyannis,US,41,-70,KFC,2601,MA
6324,Peoria,US,33,-112,McDonald's,85382,AZ
6325,Laredo,US,27,-99,Church's Chicken,78043,TX
6326,Cockeysville,US,39,-76,Burger King,21030,MD
6327,Chandler,US,32,-95,Taco Bell,75758,TX
6328,North Vernon,US,39,-85,Burger King,47265,IN
6329,Traverse City,US,44,-85,Wendy's,49686-3748,MI
6330,Torrance,US,33,-118,Wienerschnitzel,90501,CA
6331,Miami,US,25,-80,Domino's Pizza,33130,FL
6332,Norman,US,35,-97,City Bites,73072,OK
6333,Manassas,US,38,-77,Dairy Queen,20109,VA
6334,Alton,US,38,-90,Taco Bell,62002,IL
6335,Martins Ferry,US,40,-80,McDonald's,43935,OH
6336,Payette,US,44,-116,Arctic Circle,83661,ID
6337,Kokomo,US,40,-86,Subway,46901,IN
6338,Cedar Rapids,US,42,-91,Subway,52402,IA
6339,Aurora,US,41,-88,Jersey Mike's Subs,60502-7003,IL
6340,Greenville,US,34,-82,Smoothie King,29607,SC
6341,Wapakoneta,US,40,-84,Taco Bell,45895,OH
6342,Troutdale,US,45,-122,McDonald's,97060,OR
6343,Surprise,US,33,-112,Chick-fil-A,85374,AZ
6344,Austin,US,30,-97,Golden Chick,78702,TX
6345,Clinton,US,36,-84,McDonald's,37716,TN
6346,Coushatta,US,32,-93,Burger King,71019,LA
6347,Burlington,US,42,-71,Bobby's Burger Palace,1803,MA
6348,Stockton,US,38,-121,Wienerschnitzel,95212,CA
6349,Princess Anne,US,38,-75,McDonald's,21853,MD
6350,Gardendale,US,33,-86,Arby's,35071,AL
6351,Little Falls,US,45,-94,Burger King,56345,MN
6352,Los Angeles,US,34,-118,Jack in the Box,90007,CA
6353,Brooklyn,US,40,-73,Smashburger,11201,NY
6354,Murrieta,US,33,-117,Carl's Jr.,92562,CA
6355,Lilburn,US,33,-84,Bojangles' Famous Chicken 'n Biscuits,30047,GA
6356,Campton,US,37,-83,Arby's,41301,KY
6357,Jefferson City,US,36,-83,Wendy's,37760,TN
6358,Monroe,US,47,-121,Taco Bell,98272,WA
6359,Tucson,US,32,-110,SONIC Drive In,85719,AZ
6360,Shreveport,US,32,-93,McDonald's,71129,LA
6361,Baltimore,US,39,-76,McDonald's,21230,MD
6362,Louisville,US,38,-85,Wendy's,40258,KY
6363,Chattanooga,US,35,-85,Sonic Drive-In,37415,TN
6364,Spokane,US,47,-117,Taco Del Mar,99208,WA
6365,Livonia,US,42,-83,Burger King,48150,MI
6366,Phoenix,US,33,-112,Baskin-Robbins,85016,AZ
6367,Marshalltown,US,42,-92,Jimmy John's,50158,IA
6368,Las Vegas,US,36,-115,El Pollo Loco,89149,NV
6369,Florence,US,34,-79,KFC,29505,SC
6370,Tulsa,US,36,-95,Jimmy John's,74112,OK
6371,Starke,US,29,-82,McDonald's,32091,FL
6372,Philadelphia,US,40,-75,Wendy's,19115,PA
6373,Mesa,US,33,-111,KFC,85202,AZ
6374,Wilmington,US,39,-75,Boston Market,19806,DE
6375,Vacaville,US,38,-121,McDonald's,95687,CA
6376,Cincinnati,US,39,-84,Burger King,45246,OH
6377,Wheat Ridge,US,39,-105,Burger King,80033,CO
6378,Littleton,US,39,-104,Subway,80122,CO
6379,Orlando,US,28,-81,Chick-fil-A,32811,FL
6380,Stockton,US,38,121,Dairy Queen,95209,CA
6381,Knoxville,US,36,-83,Burger King,37918,TN
6382,Portland,US,45,-122,Long John Silver's,97223,OR
6385,Inglewood,US,33,-118,SUBWAY,90304,CA
6386,Medford,US,42,-122,Hometown Buffet,97501,OR
6387,Washington,US,38,-77,Taco Bell,20011,DC
6388,San Jose,US,37,-121,Boston Market,95125,CA
6389,Lawrenceville,US,33,-84,Chick-fil-A,30044,GA
6390,Benton,US,36,-88,Hardee's,42025,KY
6391,Saint Louis,US,38,-90,Taco Bell,63139,MO
6392,Columbus,US,32,-84,SONIC Drive In,31906,GA
6394,Littleton,US,39,-104,Subway,80122,CO
6395,Trexlertown,US,40,-75,KFC,18087,PA
6396,Westminster,US,33,-118,SUBWAY,92683,CA
6397,Hobbs,US,32,-103,Subway,88240,NM
6398,Owasso,US,36,-95,SONIC Drive In,74055,OK
6399,Hilton Head Island,US,32,-80,KFC,29926,SC
6400,Sun City,US,33,-112,Domino's Pizza,85351,AZ
6401,Toms River,US,40,-74,Dunkin Donuts,8753,NJ
6402,Topeka,US,39,-95,SONIC Drive In,66609,KS
6403,Bullhead City,US,35,-114,Kfc,86442,AZ
6404,Kokomo,US,40,-86,Arby's,46901,IN
6405,Omaha,US,41,-96,Panera Bread,68164,NE
6406,Overland Park,US,38,-94,Sonic Drive-in,66204,KS
6407,Chester,US,37,-77,McDonald's,23836,VA
6408,White House,US,36,-86,Wendy's,37188,TN
6409,Saint Louis,US,38,-90,Hardees,63139,MO
6410,Hood River,US,45,-121,Taco Bell,97031,OR
6412,Chicago,US,41,-87,Burger King,60632,IL
6413,Marion,US,37,-88,Taco John's,62959,IL
6414,Medford,US,42,-122,Subway,97504,OR
6415,Cranston,US,41,-71,Burger King,2920,RI
6416,Santa Ana,US,33,-117,Del Taco,92705,CA
6417,Harvey,US,29,-90,Burger King,70058,LA
6418,Denver,US,39,-105,Taco Bell,80215,CO
6419,Cedar Rapids,US,42,-91,McDonald's,52402,IA
6420,Bethlehem,US,40,-75,Wendy's,18015,PA
6421,La Plata,US,38,-76,McDonald's,20646,MD
6422,Charlotte,US,35,-80,Chick-fil-a,28262,NC
6424,Hesston,US,38,-97,SONIC Drive In,67062,KS
6425,Mount Pleasant,US,40,-91,Taco Bell,52641,IA
6426,Skokie,US,42,-87,Panda Express,60077,IL
6427,Charlotte,US,35,-80,Papa John's Pizza,28226,NC
6428,Houston,US,29,-95,Chick-Fil-A,77002,TX
6429,Clarksville,US,39,-76,Wendy's,21029,MD
6430,Meridian,US,43,-116,Domino's Pizza,83642,ID
6431,Arlington,US,32,-97,Whataburger,76011,TX
6432,El Monte,US,34,-118,Wendy's,91731,CA
6433,Gallatin,US,36,-86,Taco Bell,37066,TN
6434,Okeechobee,US,27,-80,Domino's Pizza,34974,FL
6435,Saint Paul,US,44,-93,KFC,55123,MN
